customer_id,Recency,Frequency,Monetary,cart_size,customer_satisfaction,customer_age_group,customer_gender,region,store_location_type,is_rewards_member,order_channel,KMeans_Segment,LCA_Segment
CUST_04495,72,6,81.49000000000001,3.8333333333333335,3.6666666666666665,45-54,Female,Northeast,Urban,0,Drive-Thru,2,1
CUST_04496,417,3,44.150000000000006,3.6666666666666665,2.0,55+,Female,Southeast,Urban,0,Drive-Thru,1,1
CUST_04497,150,9,116.3,3.111111111111111,4.0,18-24,Male,Southwest,Urban,1,Drive-Thru,0,0
CUST_04498,414,2,23.1,2.5,4.5,35-44,Male,Southeast,Rural,0,Drive-Thru,1,1
CUST_04499,34,5,76.88,4.0,3.6,45-54,Male,West,Rural,0,Drive-Thru,3,1
CUST_04500,120,4,52.56,3.25,4.5,35-44,Male,Northeast,Urban,0,Drive-Thru,2,1
CUST_04501,51,4,48.85,2.75,4.25,35-44,Female,Southwest,Suburban,1,Mobile App,0,0
CUST_04502,413,5,75.35,4.6,3.4,25-34,Male,Southwest,Suburban,0,Drive-Thru,0,0
CUST_04503,68,4,40.32,2.25,3.75,25-34,Female,West,Urban,0,Mobile App,3,0
CUST_04504,166,5,83.92,4.4,2.8,18-24,Female,West,Rural,0,In-Store Cashier,3,1
CUST_04505,46,9,120.84,3.4444444444444446,3.4444444444444446,45-54,Female,Southeast,Rural,0,Drive-Thru,1,1
CUST_04506,204,9,116.11,3.4444444444444446,3.2222222222222223,35-44,Female,West,Urban,0,Drive-Thru,3,1
CUST_04507,74,8,129.53,4.125,3.5,18-24,Prefer not to say,Southeast,Urban,1,Mobile App,1,0
CUST_04508,5,11,160.65,3.272727272727273,3.1818181818181817,35-44,Female,Southeast,Suburban,1,Mobile App,1,0
CUST_04509,47,8,114.61,3.375,3.875,35-44,Non-binary,Northeast,Suburban,0,Drive-Thru,2,1
CUST_04510,53,11,170.75,3.8181818181818183,3.5454545454545454,25-34,Female,West,Rural,0,Mobile App,3,0
CUST_04511,85,3,43.87,3.6666666666666665,4.0,25-34,Male,Southwest,Suburban,1,Drive-Thru,0,0
CUST_04512,66,13,195.29,3.923076923076923,3.4615384615384617,45-54,Male,West,Rural,0,Drive-Thru,3,1
CUST_04513,7,8,105.32000000000001,3.0,4.375,45-54,Female,Northeast,Suburban,0,Drive-Thru,2,1
CUST_04514,497,4,46.08,3.0,4.75,25-34,Male,Southeast,Suburban,0,Drive-Thru,1,0
CUST_04515,75,3,40.61,3.3333333333333335,3.3333333333333335,35-44,Male,Southwest,Suburban,1,In-Store Cashier,0,1
CUST_04516,151,10,153.32,3.6,3.7,18-24,Female,West,Urban,1,Mobile App,3,0
CUST_04517,58,8,160.82,5.0,3.875,25-34,Female,Northeast,Rural,1,Mobile App,2,0
CUST_04518,102,2,25.86,3.0,4.5,18-24,Female,Midwest,Rural,0,In-Store Cashier,3,1
CUST_04519,68,6,119.14999999999999,5.0,3.3333333333333335,35-44,Prefer not to say,West,Suburban,1,Mobile App,3,0
CUST_04520,54,5,79.18,3.8,4.0,45-54,Male,Northeast,Rural,1,Drive-Thru,2,1
CUST_04521,9,6,80.11,3.1666666666666665,3.6666666666666665,18-24,Male,West,Rural,1,Drive-Thru,3,0
CUST_04522,116,4,43.79,2.75,3.75,55+,Male,Midwest,Urban,1,Drive-Thru,3,1
CUST_04523,210,5,70.44,3.4,4.2,25-34,Male,Northeast,Suburban,0,Drive-Thru,2,0
CUST_04524,442,4,36.28,1.75,2.25,18-24,Male,Southeast,Urban,0,Mobile App,1,0
CUST_04525,7,12,184.31,4.166666666666667,3.75,45-54,Male,Midwest,Suburban,0,In-Store Cashier,3,1
CUST_04526,35,9,148.0,3.7777777777777777,3.4444444444444446,25-34,Male,Midwest,Suburban,0,Mobile App,3,0
CUST_04527,7,7,99.88,3.4285714285714284,4.142857142857143,45-54,Female,Midwest,Suburban,0,Drive-Thru,3,1
CUST_04528,41,11,219.36,4.545454545454546,4.181818181818182,18-24,Male,Southeast,Rural,1,Mobile App,1,0
CUST_04529,208,3,33.32,2.6666666666666665,4.666666666666667,35-44,Male,Southeast,Rural,1,In-Store Cashier,1,1
CUST_04530,66,8,97.62,2.75,4.125,45-54,Male,Northeast,Rural,0,Drive-Thru,2,1
CUST_04531,144,4,68.58,4.75,4.25,45-54,Non-binary,Southeast,Urban,1,In-Store Cashier,1,1
CUST_04532,6,7,132.77,4.857142857142857,4.142857142857143,18-24,Male,West,Urban,1,Mobile App,3,0
CUST_04533,54,9,124.01,3.6666666666666665,4.333333333333333,45-54,Prefer not to say,Southeast,Rural,0,In-Store Cashier,1,1
CUST_04534,5,5,70.3,4.0,4.2,25-34,Female,Northeast,Urban,0,Drive-Thru,2,0
CUST_04535,1,8,119.39999999999999,4.0,2.625,35-44,Male,Southeast,Urban,0,Mobile App,1,0
CUST_04536,5,4,49.269999999999996,2.5,4.25,45-54,Female,Southeast,Urban,0,Mobile App,1,0
CUST_04537,102,5,57.55,3.2,3.0,35-44,Female,Southeast,Urban,0,Drive-Thru,1,1
CUST_04538,194,7,111.7,4.285714285714286,3.7142857142857144,35-44,Male,Northeast,Suburban,0,Mobile App,2,0
CUST_04539,14,7,87.91,3.0,4.142857142857143,45-54,Male,Southeast,Urban,0,Drive-Thru,1,1
CUST_04540,185,3,31.4,2.6666666666666665,4.333333333333333,45-54,Male,Southwest,Suburban,0,Drive-Thru,0,1
CUST_04541,41,5,75.28999999999999,3.6,2.4,18-24,Male,Southwest,Suburban,1,Mobile App,0,0
CUST_04542,111,6,104.15,4.5,3.8333333333333335,18-24,Male,Southwest,Urban,1,Mobile App,0,0
CUST_04543,71,8,102.28,3.125,3.75,25-34,Male,Southeast,Urban,0,Drive-Thru,1,0
CUST_04544,18,6,90.41,3.6666666666666665,3.6666666666666665,25-34,Female,Northeast,Rural,0,Mobile App,2,0
CUST_04545,20,10,126.43,3.2,3.8,55+,Female,West,Suburban,0,Drive-Thru,3,1
CUST_04546,57,10,182.56,4.5,3.9,18-24,Female,Midwest,Suburban,0,Mobile App,3,0
CUST_04547,33,7,84.89,3.4285714285714284,3.0,55+,Non-binary,Southwest,Rural,0,Drive-Thru,0,1
CUST_04548,52,9,134.88,4.0,4.444444444444445,45-54,Male,Northeast,Suburban,1,Drive-Thru,2,1
CUST_04549,160,7,107.42,3.7142857142857144,4.0,25-34,Male,West,Urban,0,Mobile App,3,0
CUST_04550,35,4,49.05,3.25,4.25,55+,Female,Southeast,Urban,0,In-Store Cashier,1,1
CUST_04551,21,5,89.39,4.6,4.2,35-44,Female,Southwest,Suburban,1,In-Store Cashier,0,1
CUST_04552,87,8,85.03,2.75,2.875,25-34,Male,West,Suburban,0,Drive-Thru,3,0
CUST_04553,82,7,131.7,4.857142857142857,3.857142857142857,18-24,Female,Midwest,Rural,1,Mobile App,3,0
CUST_04554,3,14,212.11,3.857142857142857,3.5714285714285716,35-44,Male,Southwest,Suburban,0,Mobile App,0,0
CUST_04555,125,10,156.21,4.0,3.3,18-24,Female,Southwest,Urban,0,Mobile App,0,0
CUST_04556,164,11,174.49,3.909090909090909,4.0,25-34,Non-binary,West,Suburban,1,Drive-Thru,3,0
CUST_04557,151,8,115.87,3.625,4.125,25-34,Male,Southeast,Urban,0,Mobile App,1,0
CUST_04558,222,5,79.68,4.4,3.4,25-34,Male,Midwest,Rural,1,Drive-Thru,3,0
CUST_04559,36,6,96.25,3.8333333333333335,3.5,45-54,Prefer not to say,Midwest,Suburban,1,In-Store Cashier,3,1
CUST_04560,101,7,130.57999999999998,4.285714285714286,3.4285714285714284,35-44,Male,Southwest,Urban,1,Mobile App,0,0
CUST_04561,87,9,112.82000000000001,3.3333333333333335,4.222222222222222,35-44,Male,Southwest,Urban,1,Drive-Thru,0,1
CUST_04562,258,6,92.63,3.8333333333333335,3.8333333333333335,18-24,Male,West,Suburban,1,Mobile App,3,0
CUST_04563,39,8,121.28999999999999,3.75,3.875,25-34,Female,Southwest,Suburban,0,Mobile App,0,0
CUST_04564,104,8,135.64000000000001,4.25,3.875,45-54,Female,West,Suburban,1,Mobile App,3,0
CUST_04565,66,6,92.87,4.0,3.5,35-44,Male,Southeast,Rural,0,Drive-Thru,1,1
CUST_04566,275,7,87.68,3.142857142857143,3.857142857142857,45-54,Male,Southeast,Urban,0,Drive-Thru,1,1
CUST_04567,173,8,108.00999999999999,3.5,3.625,55+,Male,Southeast,Rural,0,In-Store Cashier,1,1
CUST_04568,143,8,116.91,3.625,4.25,45-54,Male,Southeast,Urban,1,Mobile App,1,0
CUST_04569,151,5,64.25999999999999,3.4,3.8,25-34,Male,Northeast,Rural,0,Drive-Thru,2,0
CUST_04570,58,14,225.22,4.071428571428571,3.7142857142857144,25-34,Female,West,Urban,0,Mobile App,3,0
CUST_04571,98,5,69.95,3.4,3.2,18-24,Female,Southwest,Suburban,1,Mobile App,0,0
CUST_04572,211,5,67.57,3.4,3.0,25-34,Female,Southeast,Suburban,0,Mobile App,1,0
CUST_04573,48,7,114.63,4.142857142857143,3.7142857142857144,25-34,Male,West,Suburban,0,Mobile App,3,0
CUST_04574,289,3,40.54,4.0,2.3333333333333335,45-54,Female,West,Suburban,1,Drive-Thru,3,1
CUST_04575,409,3,42.57,3.3333333333333335,4.0,18-24,Female,Northeast,Rural,0,Mobile App,2,0
CUST_04576,64,6,100.92,3.8333333333333335,3.6666666666666665,35-44,Male,Southwest,Suburban,0,Mobile App,0,0
CUST_04577,19,5,53.5,3.0,4.0,55+,Non-binary,Southwest,Urban,1,Drive-Thru,0,1
CUST_04578,58,6,68.77,3.1666666666666665,3.8333333333333335,35-44,Female,West,Suburban,1,Drive-Thru,3,1
CUST_04579,12,6,115.22,4.666666666666667,4.166666666666667,25-34,Male,Midwest,Suburban,1,Mobile App,3,0
CUST_04580,47,4,76.25999999999999,4.5,4.25,25-34,Male,Southwest,Suburban,0,Mobile App,0,0
CUST_04581,58,12,163.1,3.25,3.6666666666666665,45-54,Male,Northeast,Suburban,1,In-Store Cashier,2,1
CUST_04582,18,7,112.3,4.857142857142857,4.0,55+,Male,Midwest,Rural,0,In-Store Cashier,3,1
CUST_04583,58,9,121.53,3.3333333333333335,2.6666666666666665,35-44,Male,Southwest,Urban,0,Drive-Thru,0,1
CUST_04584,9,10,147.19,3.7,3.3,25-34,Female,Northeast,Suburban,1,Mobile App,2,0
CUST_04585,93,4,62.89,4.0,3.75,18-24,Male,Southwest,Urban,1,Drive-Thru,0,0
CUST_04586,329,7,105.52,4.142857142857143,3.142857142857143,55+,Male,Midwest,Urban,0,In-Store Cashier,3,1
CUST_04587,110,8,149.03,4.875,3.375,25-34,Prefer not to say,Southwest,Suburban,1,Mobile App,0,0
CUST_04588,18,7,117.79,3.857142857142857,4.142857142857143,25-34,Female,Midwest,Suburban,1,Mobile App,3,0
CUST_04589,70,5,96.16,5.0,4.4,18-24,Male,Midwest,Urban,1,Drive-Thru,3,0
CUST_04590,142,2,33.09,2.5,3.5,25-34,Prefer not to say,West,Suburban,1,Drive-Thru,3,0
CUST_04591,12,3,33.88,2.3333333333333335,4.333333333333333,55+,Female,Midwest,Urban,1,In-Store Cashier,3,1
CUST_04592,160,9,114.32,3.0,3.6666666666666665,18-24,Female,Northeast,Urban,1,Mobile App,2,0
CUST_04593,10,7,82.34,3.2857142857142856,3.0,18-24,Female,Northeast,Urban,1,Drive-Thru,2,0
CUST_04594,45,5,63.529999999999994,2.8,4.0,35-44,Female,West,Rural,1,Drive-Thru,3,1
CUST_04595,11,11,143.19,3.090909090909091,3.090909090909091,35-44,Female,Northeast,Rural,0,Drive-Thru,2,1
CUST_04596,160,4,71.73,4.5,4.0,25-34,Male,Southwest,Suburban,1,Mobile App,0,0
CUST_04597,42,5,80.44,3.6,3.8,25-34,Female,Northeast,Urban,1,Mobile App,2,0
CUST_04598,46,2,40.78,5.5,3.5,35-44,Female,Southeast,Suburban,0,Kiosk,1,1
CUST_04599,162,9,151.97,3.7777777777777777,4.333333333333333,18-24,Male,Southwest,Suburban,0,Mobile App,0,0
CUST_04600,189,7,81.63,2.5714285714285716,3.7142857142857144,25-34,Male,Northeast,Suburban,1,Mobile App,2,0
CUST_04601,15,5,79.42,4.4,3.6,35-44,Female,Southeast,Rural,1,Drive-Thru,1,1
CUST_04602,442,5,61.63,3.4,3.6,25-34,Female,Southeast,Rural,1,Drive-Thru,1,0
CUST_04603,91,5,73.37,4.2,3.2,35-44,Male,Southeast,Rural,0,Drive-Thru,1,1
CUST_04604,136,3,46.38,3.6666666666666665,3.3333333333333335,25-34,Female,Southeast,Urban,1,Mobile App,1,0
CUST_04605,1,10,120.47,3.3,3.9,55+,Female,West,Urban,0,In-Store Cashier,3,1
CUST_04606,129,4,42.78,2.5,2.75,55+,Female,West,Rural,0,In-Store Cashier,3,1
CUST_04607,27,4,70.97999999999999,4.75,3.75,18-24,Female,Southeast,Suburban,1,Mobile App,1,0
CUST_04608,53,10,145.85,3.7,3.6,35-44,Male,Northeast,Rural,1,Drive-Thru,2,1
CUST_04609,63,6,75.2,2.6666666666666665,3.8333333333333335,25-34,Female,Southeast,Rural,0,Mobile App,1,0
CUST_04610,155,9,102.5,2.888888888888889,3.3333333333333335,55+,Male,Southwest,Suburban,1,In-Store Cashier,0,1
CUST_04611,127,5,94.74,5.0,4.4,25-34,Female,West,Urban,1,Mobile App,3,0
CUST_04612,170,7,84.81,3.142857142857143,4.0,18-24,Male,Northeast,Urban,1,Drive-Thru,2,0
CUST_04613,58,8,123.9,4.5,3.125,25-34,Male,Midwest,Rural,0,Drive-Thru,3,0
CUST_04614,92,4,67.45,4.25,2.75,25-34,Male,West,Rural,1,In-Store Cashier,3,1
CUST_04615,31,5,121.83,5.6,4.0,18-24,Female,Southwest,Rural,1,Mobile App,0,0
CUST_04616,69,6,93.85,3.6666666666666665,4.333333333333333,18-24,Prefer not to say,Midwest,Suburban,1,Mobile App,3,0
CUST_04617,482,7,80.07,3.142857142857143,3.2857142857142856,55+,Male,West,Suburban,1,In-Store Cashier,3,1
CUST_04618,17,7,92.77000000000001,3.2857142857142856,2.857142857142857,45-54,Female,West,Urban,0,In-Store Cashier,3,1
CUST_04619,202,8,110.25,3.375,3.75,35-44,Male,West,Suburban,1,Mobile App,3,0
CUST_04620,138,9,162.73,4.333333333333333,3.888888888888889,25-34,Male,Southeast,Urban,1,Mobile App,1,0
CUST_04621,64,9,145.86,4.0,3.7777777777777777,25-34,Female,Midwest,Urban,0,Mobile App,3,0
CUST_04622,263,3,42.34,3.0,3.3333333333333335,25-34,Female,Southeast,Suburban,0,Mobile App,1,0
CUST_04623,24,8,117.38,3.875,3.5,45-54,Male,West,Suburban,0,In-Store Cashier,3,1
CUST_04624,148,6,85.71,3.6666666666666665,4.5,25-34,Non-binary,Northeast,Rural,0,Drive-Thru,2,0
CUST_04625,254,6,98.61,4.333333333333333,3.8333333333333335,25-34,Male,Southeast,Rural,1,Mobile App,1,0
CUST_04626,74,12,217.28,4.583333333333333,4.083333333333333,18-24,Male,West,Urban,0,Mobile App,3,0
CUST_04627,84,4,61.980000000000004,4.25,3.75,45-54,Female,Northeast,Urban,0,Drive-Thru,2,1
CUST_04628,56,5,59.16,3.4,3.4,35-44,Male,Southwest,Rural,0,Drive-Thru,0,1
CUST_04629,95,7,92.84,3.5714285714285716,3.5714285714285716,55+,Prefer not to say,Southeast,Urban,0,In-Store Cashier,1,1
CUST_04630,21,6,84.56,3.3333333333333335,4.0,25-34,Prefer not to say,Southeast,Suburban,0,Mobile App,1,0
CUST_04631,266,6,101.09,4.166666666666667,3.8333333333333335,18-24,Female,Northeast,Rural,1,Mobile App,2,0
CUST_04632,135,3,65.53999999999999,5.666666666666667,2.6666666666666665,45-54,Female,West,Urban,0,Mobile App,3,0
CUST_04633,25,7,115.17,4.571428571428571,3.5714285714285716,35-44,Male,West,Rural,1,Drive-Thru,3,1
CUST_04634,162,7,113.83,4.285714285714286,4.0,35-44,Prefer not to say,Southeast,Rural,0,Mobile App,1,0
CUST_04635,55,8,114.84,3.75,3.75,18-24,Non-binary,Midwest,Rural,1,Mobile App,3,0
CUST_04636,4,9,123.46000000000001,3.7777777777777777,3.6666666666666665,35-44,Male,Northeast,Rural,0,Drive-Thru,2,1
CUST_04637,176,6,114.45,4.5,3.5,18-24,Female,West,Rural,1,Mobile App,3,0
CUST_04638,142,6,77.04,3.0,4.0,35-44,Female,West,Rural,1,Drive-Thru,3,1
CUST_04639,191,7,97.74,3.142857142857143,2.7142857142857144,45-54,Female,Midwest,Suburban,1,Drive-Thru,3,1
CUST_04640,51,4,78.45,5.0,2.0,35-44,Male,Northeast,Suburban,0,Mobile App,2,0
CUST_04641,22,7,107.31,4.285714285714286,4.142857142857143,35-44,Non-binary,West,Suburban,1,In-Store Cashier,3,1
CUST_04642,5,9,130.28,3.2222222222222223,4.222222222222222,25-34,Male,Northeast,Urban,0,Mobile App,2,0
CUST_04643,74,5,68.51,3.2,3.6,25-34,Female,West,Suburban,1,Mobile App,3,0
CUST_04644,111,2,31.57,5.0,3.5,35-44,Male,West,Suburban,0,In-Store Cashier,3,1
CUST_04645,197,8,101.75999999999999,3.375,4.0,35-44,Non-binary,Midwest,Urban,1,Drive-Thru,3,1
CUST_04646,14,7,103.4,4.0,4.142857142857143,18-24,Male,West,Suburban,1,Mobile App,3,0
CUST_04647,14,10,149.86,3.7,3.4,35-44,Male,West,Urban,0,Mobile App,3,0
CUST_04648,74,6,124.63,5.833333333333333,4.333333333333333,25-34,Female,Southwest,Suburban,1,Mobile App,0,0
CUST_04649,114,6,94.03,4.5,4.0,25-34,Male,Southeast,Suburban,0,Drive-Thru,1,0
CUST_04650,26,9,144.24,3.7777777777777777,3.7777777777777777,45-54,Male,Southeast,Urban,1,Mobile App,1,0
CUST_04651,71,11,135.07,2.8181818181818183,3.5454545454545454,35-44,Male,Southeast,Urban,1,Mobile App,1,0
CUST_04652,89,10,147.45,3.5,3.9,45-54,Female,Southeast,Suburban,1,Mobile App,1,0
CUST_04653,99,5,97.98,5.4,3.8,45-54,Female,West,Suburban,0,Mobile App,3,0
CUST_04654,19,5,64.81,2.6,3.6,25-34,Non-binary,Southeast,Rural,1,Mobile App,1,0
CUST_04655,46,9,129.69,3.6666666666666665,3.7777777777777777,35-44,Female,Northeast,Urban,1,Mobile App,2,0
CUST_04656,157,3,56.94,5.333333333333333,4.0,35-44,Male,Southeast,Urban,1,Mobile App,1,0
CUST_04657,6,11,133.64,2.727272727272727,2.909090909090909,25-34,Female,Southeast,Suburban,1,Drive-Thru,1,0
CUST_04658,47,9,154.25,4.333333333333333,4.111111111111111,18-24,Male,Northeast,Rural,1,Mobile App,2,0
CUST_04659,3,12,150.14,3.25,3.4166666666666665,45-54,Male,Southeast,Rural,0,Drive-Thru,1,1
CUST_04660,33,10,118.83,3.3,4.1,25-34,Male,Southwest,Urban,1,Drive-Thru,0,0
CUST_04661,75,10,138.76,3.5,3.6,45-54,Male,West,Suburban,1,Mobile App,3,0
CUST_04662,92,11,165.75,3.727272727272727,3.4545454545454546,25-34,Male,Southwest,Suburban,0,Mobile App,0,0
CUST_04663,17,6,95.2,3.8333333333333335,2.8333333333333335,18-24,Prefer not to say,Northeast,Urban,0,Mobile App,2,0
CUST_04664,40,8,125.07,3.875,3.375,18-24,Female,West,Suburban,1,Mobile App,3,0
CUST_04665,53,5,86.22,4.6,3.2,25-34,Male,West,Suburban,0,Drive-Thru,3,0
CUST_04666,281,3,30.32,2.6666666666666665,4.0,55+,Female,West,Urban,0,In-Store Cashier,3,1
CUST_04667,4,9,157.2,4.666666666666667,4.0,18-24,Male,Southeast,Suburban,0,Kiosk,1,1
CUST_04668,116,6,92.93,3.5,3.8333333333333335,18-24,Female,Southwest,Urban,0,Mobile App,0,0
CUST_04669,408,6,81.68,3.0,3.3333333333333335,35-44,Male,Southeast,Suburban,1,Mobile App,1,0
CUST_04670,8,3,47.870000000000005,4.666666666666667,4.333333333333333,55+,Prefer not to say,Midwest,Rural,0,In-Store Cashier,3,1
CUST_04671,274,3,39.88,3.3333333333333335,2.6666666666666665,25-34,Female,Southeast,Urban,1,Mobile App,1,0
CUST_04672,148,8,109.52000000000001,3.0,3.25,35-44,Male,Southwest,Rural,0,Drive-Thru,0,1
CUST_04673,228,6,94.23,4.166666666666667,4.0,35-44,Non-binary,Northeast,Urban,0,Mobile App,2,0
CUST_04674,96,12,160.62,3.75,3.3333333333333335,18-24,Male,Midwest,Suburban,0,Drive-Thru,3,0
CUST_04675,148,4,57.51,4.25,3.75,18-24,Female,Northeast,Suburban,1,Drive-Thru,2,0
CUST_04676,17,8,122.09,3.75,3.75,18-24,Female,Midwest,Rural,1,Drive-Thru,3,0
CUST_04677,21,3,45.33,3.3333333333333335,4.0,18-24,Male,Southeast,Rural,1,Mobile App,1,0
CUST_04678,310,4,68.94,4.0,3.0,25-34,Male,Midwest,Urban,0,Mobile App,3,0
CUST_04679,98,5,67.33,3.0,3.6,35-44,Non-binary,Midwest,Rural,1,Drive-Thru,3,1
CUST_04680,79,6,81.22,3.1666666666666665,3.6666666666666665,25-34,Female,Southwest,Urban,0,Mobile App,0,0
CUST_04681,140,4,60.75,3.75,3.5,55+,Male,Southwest,Suburban,0,Drive-Thru,0,1
CUST_04682,145,12,177.07,3.9166666666666665,4.083333333333333,35-44,Male,Northeast,Suburban,0,Drive-Thru,2,1
CUST_04683,31,7,64.48,2.5714285714285716,2.857142857142857,35-44,Female,Midwest,Rural,0,In-Store Cashier,3,1
CUST_04684,18,6,90.17,3.3333333333333335,3.3333333333333335,35-44,Male,Northeast,Suburban,0,Drive-Thru,2,1
CUST_04685,9,6,85.95,3.6666666666666665,3.8333333333333335,18-24,Male,Southwest,Rural,0,In-Store Cashier,0,1
CUST_04686,18,9,85.46,2.4444444444444446,3.7777777777777777,35-44,Female,Southwest,Urban,1,In-Store Cashier,0,1
CUST_04687,38,10,119.76,2.9,3.4,25-34,Male,Southwest,Suburban,0,Drive-Thru,0,0
CUST_04688,237,8,100.13,3.25,3.875,35-44,Female,Southwest,Suburban,0,Drive-Thru,0,1
CUST_04689,412,1,22.81,6.0,4.0,25-34,Female,Midwest,Urban,1,Mobile App,3,0
CUST_04690,16,9,109.45,2.888888888888889,3.7777777777777777,55+,Female,West,Rural,0,In-Store Cashier,3,1
CUST_04691,126,6,93.21000000000001,3.8333333333333335,3.5,45-54,Male,Southeast,Rural,1,Mobile App,1,0
CUST_04692,204,6,67.2,2.8333333333333335,2.6666666666666665,35-44,Female,Southeast,Suburban,0,Drive-Thru,1,1
CUST_04693,196,6,86.19,3.6666666666666665,3.5,35-44,Female,Southwest,Rural,1,Mobile App,0,0
CUST_04694,217,2,31.43,4.5,4.0,25-34,Female,Midwest,Urban,0,Drive-Thru,3,0
CUST_04695,69,2,25.38,3.0,3.0,25-34,Female,Southeast,Urban,0,In-Store Cashier,1,1
CUST_04696,124,11,167.86,4.0,3.5454545454545454,18-24,Male,Southwest,Suburban,1,Mobile App,0,0
CUST_04697,295,5,81.12,4.2,4.0,18-24,Female,Northeast,Urban,0,Mobile App,2,0
CUST_04698,157,10,131.01999999999998,3.8,2.6,35-44,Male,West,Urban,0,Drive-Thru,3,1
CUST_04699,41,7,94.09,3.2857142857142856,4.142857142857143,45-54,Female,Southwest,Suburban,1,Drive-Thru,0,1
CUST_04700,87,9,107.81,3.3333333333333335,3.3333333333333335,55+,Male,Southeast,Urban,0,Drive-Thru,1,1
CUST_04701,265,4,85.88,5.5,5.0,18-24,Male,West,Urban,1,Mobile App,3,0
CUST_04702,150,7,87.66,3.142857142857143,3.2857142857142856,25-34,Female,Southeast,Urban,0,Mobile App,1,0
CUST_04703,8,3,41.98,3.3333333333333335,4.333333333333333,25-34,Male,Southwest,Rural,0,Mobile App,0,0
CUST_04704,16,8,115.26,3.75,4.125,35-44,Male,West,Rural,1,Drive-Thru,3,1
CUST_04705,43,6,87.66,3.8333333333333335,4.333333333333333,45-54,Male,West,Suburban,0,In-Store Cashier,3,1
CUST_04706,171,5,85.05,3.8,4.2,25-34,Male,Southwest,Suburban,1,Mobile App,0,0
CUST_04707,20,4,62.59,3.25,3.75,25-34,Female,West,Suburban,0,Mobile App,3,0
CUST_04708,35,11,153.64,3.3636363636363638,3.727272727272727,45-54,Female,Southeast,Urban,0,Mobile App,1,0
CUST_04709,16,9,143.8,3.888888888888889,3.888888888888889,35-44,Male,Midwest,Rural,1,Mobile App,3,0
CUST_04710,188,3,42.489999999999995,3.3333333333333335,3.3333333333333335,35-44,Female,Southwest,Urban,0,Drive-Thru,0,1
CUST_04711,96,7,81.65,3.0,3.7142857142857144,18-24,Male,Southeast,Rural,1,In-Store Cashier,1,1
CUST_04712,107,10,140.89,3.4,3.9,35-44,Female,Northeast,Suburban,1,Drive-Thru,2,1
CUST_04713,24,5,73.07000000000001,3.8,4.4,45-54,Male,Northeast,Rural,1,In-Store Cashier,2,1
CUST_04714,11,13,184.25,3.5384615384615383,3.6153846153846154,45-54,Male,Southeast,Suburban,0,Mobile App,1,0
CUST_04715,183,5,66.46,3.6,3.2,45-54,Male,Southwest,Urban,0,Drive-Thru,0,1
CUST_04716,48,10,147.84,4.2,3.9,25-34,Male,West,Urban,0,In-Store Cashier,3,1
CUST_04717,495,2,22.490000000000002,3.0,3.0,45-54,Female,Northeast,Suburban,0,Drive-Thru,2,1
CUST_04718,63,11,145.93,3.1818181818181817,3.4545454545454546,55+,Male,Southeast,Suburban,0,Drive-Thru,1,1
CUST_04719,38,4,79.83,5.25,3.75,18-24,Male,Southwest,Suburban,1,Mobile App,0,0
CUST_04720,127,8,105.92,3.125,3.75,25-34,Male,Midwest,Suburban,1,Mobile App,3,0
CUST_04721,119,7,112.66,4.571428571428571,2.857142857142857,35-44,Male,West,Suburban,1,Drive-Thru,3,1
CUST_04722,40,7,95.46,3.142857142857143,3.4285714285714284,35-44,Female,Northeast,Suburban,0,Drive-Thru,2,1
CUST_04723,3,7,88.02,3.2857142857142856,2.7142857142857144,55+,Non-binary,West,Rural,1,Drive-Thru,3,1
CUST_04724,84,6,101.04,4.0,3.8333333333333335,25-34,Female,Northeast,Rural,0,Mobile App,2,0
CUST_04725,45,7,114.12,3.7142857142857144,4.0,25-34,Female,Southeast,Urban,1,Mobile App,1,0
CUST_04726,91,7,88.65,2.5714285714285716,4.0,55+,Male,Midwest,Suburban,1,In-Store Cashier,3,1
CUST_04727,34,7,111.27,3.7142857142857144,3.5714285714285716,35-44,Male,Northeast,Rural,0,In-Store Cashier,2,1
CUST_04728,6,6,101.18,4.5,3.6666666666666665,18-24,Female,West,Suburban,1,Mobile App,3,0
CUST_04729,200,5,102.72,5.4,3.8,35-44,Male,West,Suburban,1,Mobile App,3,0
CUST_04730,101,7,123.21,4.714285714285714,4.0,45-54,Male,Northeast,Urban,0,Kiosk,2,1
CUST_04731,14,6,92.78999999999999,3.8333333333333335,3.6666666666666665,35-44,Male,Northeast,Urban,0,Mobile App,2,0
CUST_04732,7,4,63.34,4.5,4.0,35-44,Male,Southwest,Rural,1,In-Store Cashier,0,1
CUST_04733,11,6,87.99000000000001,4.166666666666667,4.166666666666667,35-44,Female,West,Urban,0,Drive-Thru,3,1
CUST_04734,177,10,161.57999999999998,4.2,3.0,45-54,Prefer not to say,Midwest,Rural,1,In-Store Cashier,3,1
CUST_04735,21,10,134.42000000000002,3.4,3.5,18-24,Male,West,Urban,1,Mobile App,3,0
CUST_04736,87,7,88.71,3.5714285714285716,4.0,35-44,Male,Northeast,Rural,1,In-Store Cashier,2,1
CUST_04737,116,8,133.56,4.125,3.875,18-24,Male,West,Rural,0,Mobile App,3,0
CUST_04738,5,4,69.51,3.5,4.0,18-24,Male,West,Suburban,1,Mobile App,3,0
